sample_id,sample,era,location,cluster,prop
OchCCat018,OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,2.933e-4
OchCCat019,OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8635298
OchCCat019,OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1361593
OchCCat019,OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,3.109e-4
OchCCat020,OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.953009
OchCCat020,OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0468908
OchCCat020,OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat021,OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8905963
OchCCat021,OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1090106
OchCCat021,OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,3.932e-4
OchCCat022,OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9554487
OchCCat022,OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0444511
OchCCat022,OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat023,OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8686067
OchCCat023,OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1231887
OchCCat023,OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0082046
OchCCat024,OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8708538
OchCCat024,OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1268941
OchCCat024,OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022521
OchCCat025,OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8628072
OchCCat025,OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1349902
OchCCat025,OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022025
OchCCat028,OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.89745
OchCCat028,OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1012026
OchCCat028,OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0013475
OchCCat029,OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8638303
OchCCat029,OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1341656
OchCCat029,OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.002004
OchCCat031,OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9510842
OchCCat031,OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0488156
OchCCat031,OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat035,OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9305851
OchCCat035,OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0681649
OchCCat035,OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012501
OchCCat036,OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8671328
OchCCat036,OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1288301
OchCCat036,OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0040371
OchCCat037,OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8644531999999999
OchCCat037,OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1342275
OchCCat037,OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0013193
OchCCat038,OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8355400000000001
OchCCat038,OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1629046
OchCCat038,OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0015554
OchCCat047,OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9646975
OchCCat047,OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0352023
OchCCat047,OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat051,OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8832997
OchCCat051,OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1141592
OchCCat051,OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0025411
OchCCat059,OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.790703
OchCCat059,OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.205423
OchCCat059,OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.003874
OchCCat063,OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9247591000000001
OchCCat063,OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0729829
OchCCat063,OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022579
OchCCat065,OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8974849
OchCCat065,OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1002565
OchCCat065,OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022586
OchCCat066,OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9159838
OchCCat066,OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.083916
OchCCat066,OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat068,OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9645941
OchCCat068,OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0337099
OchCCat068,OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0016961
OchCCat069,OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9065406
OchCCat069,OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0933593
OchCCat069,OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat070,OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9319653999999999
OchCCat070,OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0649212
OchCCat070,OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0031133
OchCCat071,OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9483763000000001
OchCCat071,OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0515236
OchCCat071,OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat072,OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8545803
OchCCat072,OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1441482
OchCCat072,OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012715
OchCCat074,OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9769668
OchCCat074,OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0229331
OchCCat074,OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat075,OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9295004
OchCCat075,OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0699413
OchCCat075,OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,5.583e-4
OchCCat076,OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9514507
OchCCat076,OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0481622
OchCCat076,OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,3.87e-4
OchCCat077,OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9414218
OchCCat077,OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0584781
OchCCat077,OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat079,OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9253757
OchCCat079,OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0745241
OchCCat079,OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat080,OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9169888
OchCCat080,OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0817965
OchCCat080,OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012146
OchCCat081,OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9355671
OchCCat081,OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0633555
OchCCat081,OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0010774
OchCCat082,OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9926893
OchCCat082,OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0072105
OchCCat082,OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat083,OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9493852
OchCCat083,OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0505089
OchCCat083,OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.059e-4
OchCCat084,OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8794394
OchCCat084,OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1204604
OchCCat084,OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat085,OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9937843
OchCCat085,OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0061155
OchCCat085,OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat086,OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9652908
OchCCat086,OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0340752
OchCCat086,OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,6.339e-4
OchCCat087,OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9656554
OchCCat087,OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0342444
OchCCat087,OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat088,OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9511105
OchCCat088,OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0478572
OchCCat088,OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0010323
OchCCat090,OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8987571
OchCCat090,OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1011428
OchCCat090,OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat091,OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9258936999999999
OchCCat091,OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0735343
OchCCat091,OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,5.72e-4
OchCCat092,OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8562497
OchCCat092,OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1435467
OchCCat092,OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,2.035e-4
OchCCat094,OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8105285999999999
OchCCat094,OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1873372
OchCCat094,OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0021343
OchCCat095,OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8051320000000001
OchCCat095,OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1928566
OchCCat095,OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0020114
OchCCat096,OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9591284
OchCCat096,OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0407714
OchCCat096,OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCTum001,OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9827543
OchCTum001,OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0159199
OchCTum001,OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0013259
OchCTum002,OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9727308
OchCTum002,OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0262492
OchCTum002,OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.00102
OchCTum003,OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9988146
OchCTum003,OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.93e-5
OchCTum003,OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010862
OchCTum004,OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.999699
OchCTum004,OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.96e-5
OchCTum004,OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,2.014e-4
OchCTum005,OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9348631
OchCTum005,OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0633896
OchCTum005,OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017473
OchCTum006,OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9364845
OchCTum006,OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0613679
OchCTum006,OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0021477000000000002
OchCTum007,OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9327821000000001
OchCTum007,OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0653994
OchCTum007,OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0018185
OchCTum008,OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9608609
OchCTum008,OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0380565
OchCTum008,OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010825
OchCTum009,OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8899922
OchCTum009,OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1059354
OchCTum009,OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0040723
OchCTum010,OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9416719
OchCTum010,OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.055202
OchCTum010,OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0031261
OchCTum011,OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9062624
OchCTum011,OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0894908
OchCTum011,OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0042468
OchCTum012,OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9456330000000001
OchCTum012,OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0511123
OchCTum012,OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0032548
OchCTum013,OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9981554
OchCTum013,OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.97e-5
OchCTum013,OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017449
OchCTum014,OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9243317000000001
OchCTum014,OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.072432
OchCTum014,OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0032361
OchCTum015,OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8784018
OchCTum015,OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1163491
OchCTum015,OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.005249
OchCTum016,OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9229854
OchCTum016,OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0744436
OchCTum016,OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0025709
OchCTum017,OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9991321
OchCTum017,OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.93e-5
OchCTum017,OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,7.687e-4
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9536198
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0449679
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0014123
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9986657
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,1e-4
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0012343
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9998032
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.83e-5
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.83e-5
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9998020000000001
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.9e-5
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.9e-5
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.891239
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1063003
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0024607
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9018754
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0961005
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0020241
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9998034
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.83e-5
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.83e-5
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9998035000000001
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.82e-5
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.82e-5
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.953356
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0449199
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017241
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9397783000000001
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0584935
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017282
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9415515
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0567251
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017234
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9648863000000001
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0337142
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0013994
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9988039000000001
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.96e-5
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010965
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.959857
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0393904
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,7.526e-4
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9755189
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.023412
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010691
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8844033
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1101313
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0054653
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9004441
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0962514
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0033044
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8724439
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1203172
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.007239
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.860077
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1339381
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.005985
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8758881
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.118368
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0057439
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8719073
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1260777
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.002015
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9995598
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.9e-5
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,3.412e-4
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.851269
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1422591
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0064719
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9380254
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0580035
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0039711
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8688797
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1235553
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.007565
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.937277
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0584692
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0042538
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8558668
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1363564
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0077767
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9756412999999999
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0217368
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0026218
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8872985
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1052742
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0074273
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.8969522000000001
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0959095
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0071382
OchCTum049,OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.9917904000000001
