sample_id,sample,era,location,K2,K3,K4,prop_sum,max_prop,dominant_cluster,entropy,effective_clusters,admixedness,individual_key,extraction_individual_ids,extraction_ids,n_extractions,library_individual_ids,library_extraction_ids,library_ids,sequence_ids,novogene_seq_ids,full_seq_names,full_seq_decodes,n_library_rows,n_library_extractions,decode_seq_names,decode_sequence_ids,n_decode_entries,conflict_flag,missing_extraction,missing_library,missing_decode
OchACat018,OchACat018.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1118363,0.888065,9.86e-5,0.9999999,0.888065,K3,0.35133394492080516,1.4209617696543817,0.111935,OchACat018,Och-ACat_018,Och-ACat_018-Ex1,1,Och-ACat_018,Och-ACat_018-Ex1,1;2,N/A;Och-ACat_018-Ex1-6B-lcwgs-2-1,N/A;OcA0101806B,NA;OchACat018,NA;Och-ACat_018-Ex1-6B-lcwgs-2-2,2,1,OcA0101806B;OchACat018,Och-ACat_018-Ex1-6B-lcwgs-2-1;Och-ACat_018-Ex1-6B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat019,OchACat019.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0859396,0.9139609,9.96e-5,1.0000001,0.9139609,K3,0.29404979434546014,1.341850718581692,0.086039100000000035,OchACat019,Och-ACat_019,Och-ACat_019-Ex1,1,Och-ACat_019,Och-ACat_019-Ex1,1;2,N/A;Och-ACat_019-Ex1-7B-lcwgs-2-1,N/A;OcA0101907B,NA;OchACat019,NA;Och-ACat_019-Ex1-7B-lcwgs-2-2,2,1,OcA0101907B;OchACat019,Och-ACat_019-Ex1-7B-lcwgs-2-1;Och-ACat_019-Ex1-7B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat020,OchACat020.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0927496,0.9071505,1e-4,1.0000001,0.9071505,K3,0.3098648597373759,1.3632408729536667,0.09284950000000004,OchACat020,Och-ACat_020,Och-ACat_020-Ex1,1,Och-ACat_020,Och-ACat_020-Ex1,1;2,N/A;Och-ACat_020-Ex1-8B-lcwgs-2-1,N/A;OcA0102008B,NA;OchACat020,NA;Och-ACat_020-Ex1-8B-lcwgs-2-2,2,1,OcA0102008B;OchACat020,Och-ACat_020-Ex1-8B-lcwgs-2-1;Och-ACat_020-Ex1-8B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat021,OchACat021.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1114994,0.8821653,0.0063353,1,0.8821653,K3,0.38726932747188064,1.472953144602553,0.11783469999999996,OchACat021,Och-ACat_021,Och-ACat_021-Ex1,1,Och-ACat_021,Och-ACat_021-Ex1,1;2,N/A;Och-ACat_021-Ex1-9B-lcwgs-2-1,N/A;OcA0102109B,NA;OchACat021,NA;Och-ACat_021-Ex1-9B-lcwgs-2-2,2,1,OcA0102109B;OchACat021,Och-ACat_021-Ex1-9B-lcwgs-2-1;Och-ACat_021-Ex1-9B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat022,OchACat022.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.1074245,0.8894494,0.0031262,1.0000001,0.8894494,K3,0.3618936023587832,1.4360461419095358,0.11055060000000004,OchACat022,Och-ACat_022,Och-ACat_022-Ex1,1,Och-ACat_022,Och-ACat_022-Ex1,1;2,N/A;Och-ACat_022-Ex1-10B-lcwgs-2-1,N/A;OcA0102210B,NA;OchACat022,NA;Och-ACat_022-Ex1-10B-lcwgs-2-2,2,1,OcA0102210B;OchACat022,Och-ACat_022-Ex1-10B-lcwgs-2-1;Och-ACat_022-Ex1-10B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat023,OchACat023.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0734178,0.9262874,2.948e-4,1,0.9262874,K3,0.2650600992242389,1.3035093133228512,0.07371260000000002,OchACat023,Och-ACat_023,Och-ACat_023-Ex1,1,Och-ACat_023,Och-ACat_023-Ex1,1;2,N/A;Och-ACat_023-Ex1-11B-lcwgs-2-1,N/A;OcA0102311B1,NA;OchACat023,NA;Och-ACat_023-Ex1-11B-lcwgs-2-2,2,1,OcA0102311B;OchACat023,Och-ACat_023-Ex1-11B-lcwgs-2-1;Och-ACat_023-Ex1-11B-lcwgs-2-2,3,OcA0102311B,FALSE,FALSE,FALSE
OchACat024,OchACat024.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.109219,0.8616838,0.0290971,0.9999999,0.8616838,K3,0.4730506133305999,1.6048826093747546,0.1383162,OchACat024,Och-ACat_024,Och-ACat_024-Ex1,1,Och-ACat_024,Och-ACat_024-Ex1,1;2,N/A;Och-ACat_024-Ex1-12B-lcwgs-2-1,N/A;OcA0102412B,NA;OchACat024,NA;Och-ACat_024-Ex1-12B-lcwgs-2-2,2,1,OcA0102412B;OchACat024,Och-ACat_024-Ex1-12B-lcwgs-2-1;Och-ACat_024-Ex1-12B-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat025,OchACat025.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.078574,0.9204159,0.0010102,1.0000001,0.9204159,K3,0.28316754425968005,1.3273275292966886,0.07958410000000005,OchACat025,Och-ACat_025,Och-ACat_025-Ex1,1,Och-ACat_025,Och-ACat_025-Ex1,1;2,N/A;Och-ACat_025-Ex1-1C-lcwgs-2-1,N/A;OcA0102501C,NA;OchACat025,NA;Och-ACat_025-Ex1-1C-lcwgs-2-2,2,1,OcA0102501C;OchACat025,Och-ACat_025-Ex1-1C-lcwgs-2-1;Och-ACat_025-Ex1-1C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat026,OchACat026.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.08048820000000001,0.9194118,1e-4,1,0.9194118,K3,0.28097274679595113,1.324417508822792,0.0805882,OchACat026,Och-ACat_026,Och-ACat_026-Ex1,1,Och-ACat_026,Och-ACat_026-Ex1,1;2,N/A;Och-ACat_026-Ex1-2C-lcwgs-2-1,N/A;OcA0102602C,NA;OchACat026,NA;Och-ACat_026-Ex1-2C-lcwgs-2-2,2,1,OcA0102602C;OchACat026,Och-ACat_026-Ex1-2C-lcwgs-2-1;Och-ACat_026-Ex1-2C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat027,OchACat027.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.07249,0.9274101,1e-4,1.0000001,0.9274101,K3,0.26104610757152996,1.2982875249386137,0.072589899999999985,OchACat027,Och-ACat_027,Och-ACat_027-Ex1,1,Och-ACat_027,Och-ACat_027-Ex1,1;2,N/A;Och-ACat_027-Ex1-3C-lcwgs-2-1,N/A;OcA0102703C,NA;OchACat027,NA;Och-ACat_027-Ex1-3C-lcwgs-2-2,2,1,OcA0102703C;OchACat027,Och-ACat_027-Ex1-3C-lcwgs-2-1;Och-ACat_027-Ex1-3C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat028,OchACat028.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0925623,0.907338,9.98e-5,1.0000001,0.907338,K3,0.3094357084842734,1.362655961941382,0.09266200000000002,OchACat028,Och-ACat_028,Och-ACat_028-Ex1,1,Och-ACat_028,Och-ACat_028-Ex1,1;2,N/A;Och-ACat_028-Ex1-4C-lcwgs-2-1,N/A;OcA0102804C,NA;OchACat028,NA;Och-ACat_028-Ex1-4C-lcwgs-2-2,2,1,OcA0102804C;OchACat028,Och-ACat_028-Ex1-4C-lcwgs-2-1;Och-ACat_028-Ex1-4C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat029,OchACat029.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0831121,0.9167886,9.94e-5,1.0000001,0.9167886,K3,0.28731195245694197,1.332839931321489,0.08321140000000005,OchACat029,Och-ACat_029,Och-ACat_029-Ex1,1,Och-ACat_029,Och-ACat_029-Ex1,1;2,N/A;Och-ACat_029-Ex1-5C-lcwgs-2-1,N/A;OcA0102905C,NA;OchACat029,NA;Och-ACat_029-Ex1-5C-lcwgs-2-2,2,1,OcA0102905C;OchACat029,Och-ACat_029-Ex1-5C-lcwgs-2-1;Och-ACat_029-Ex1-5C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat030,OchACat030.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0971033,0.9027975,9.92e-5,1,0.9027975,K3,0.3196747750450814,1.3766799608432665,0.09720249999999996,OchACat030,Och-ACat_030,Och-ACat_030-Ex1,1,Och-ACat_030,Och-ACat_030-Ex1,1;2,N/A;Och-ACat_030-Ex1-6C-lcwgs-2-1,N/A;OcA0103006C,NA;OchACat030,NA;Och-ACat_030-Ex1-6C-lcwgs-2-2,2,1,OcA0103006C;OchACat030,Och-ACat_030-Ex1-6C-lcwgs-2-1;Och-ACat_030-Ex1-6C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat031,OchACat031.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0823782,0.9175217,1e-4,0.9999999,0.9175217,K3,0.2855522041904062,1.3304965310647827,0.0824783,OchACat031,Och-ACat_031,Och-ACat_031-Ex1,1,Och-ACat_031,Och-ACat_031-Ex1,1;2,N/A;Och-ACat_031-Ex1-7C-lcwgs-2-1,N/A;OcA0103107C,NA;OchACat031,NA;Och-ACat_031-Ex1-7C-lcwgs-2-2,2,1,OcA0103107C;OchACat031,Och-ACat_031-Ex1-7C-lcwgs-2-1;Och-ACat_031-Ex1-7C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat032,OchACat032.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0648648,0.888473,0.0466622,1,0.888473,K3,0.4255085512664706,1.5303684926367087,0.11152700000000004,OchACat032,Och-ACat_032,Och-ACat_032-Ex1,1,Och-ACat_032,Och-ACat_032-Ex1,1;2,Och-ACat_032-Ex1-7B-lcwgs-1-1;Och-ACat_032-Ex1-8C-lcwgs-2-1,OcA0103207B;OcA0103208C,NA;OchACat032,NA;Och-ACat_032-Ex1-8C-lcwgs-2-2,2,1,OcA0103208C;OcA0103207B;OchACat032,Och-ACat_032-Ex1-8C-lcwgs-2-1;Och-ACat_032-Ex1-7B-lcwgs-1-1;Och-ACat_032-Ex1-8C-lcwgs-2-2,5,NA,FALSE,FALSE,FALSE
OchACat033,OchACat033.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0909253,0.9037184,0.0053563,1,0.9037184,K3,0.3375139758979118,1.401459194905739,0.09628159999999995,OchACat033,Och-ACat_033,Och-ACat_033-Ex1,1,Och-ACat_033,Och-ACat_033-Ex1,1;2,N/A;Och-ACat_033-Ex1-9C-lcwgs-2-1,N/A;OcA0103309C,NA;OchACat033,NA;Och-ACat_033-Ex1-9C-lcwgs-2-2,2,1,OcA0103309C;OchACat033,Och-ACat_033-Ex1-9C-lcwgs-2-1;Och-ACat_033-Ex1-9C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat034,OchACat034.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.079714,0.9201861,1e-4,1.0000001,0.9201861,K3,0.27908293407450757,1.3219169712841414,0.0798139,OchACat034,Och-ACat_034,Och-ACat_034-Ex1,1,Och-ACat_034,Och-ACat_034-Ex1,1;2,N/A;Och-ACat_034-Ex1-10C-lcwgs-2-1,N/A;OcA0103410C,NA;OchACat034,NA;Och-ACat_034-Ex1-10C-lcwgs-2-2,2,1,OcA0103410C;OchACat034,Och-ACat_034-Ex1-10C-lcwgs-2-1;Och-ACat_034-Ex1-10C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat035,OchACat035.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0777808,0.9221191,1e-4,0.9999999,0.9221191,K3,0.2743285951685115,1.3156470464810903,0.07788090000000003,OchACat035,Och-ACat_035,Och-ACat_035-Ex1,1,Och-ACat_035,Och-ACat_035-Ex1,1;2,N/A;Och-ACat_035-Ex1-11C-lcwgs-2-1,N/A;OcA0103511C,NA;OchACat035,NA;Och-ACat_035-Ex1-11C-lcwgs-2-2,2,1,OcA0103511C;OchACat035,Och-ACat_035-Ex1-11C-lcwgs-2-1;Och-ACat_035-Ex1-11C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat036,OchACat036.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0918583,0.8273469,0.0807947,0.9999999,0.8273469,K3,0.5793873438886559,1.7849445385144764,0.1726531,OchACat036,Och-ACat_036,Och-ACat_036-Ex1,1,Och-ACat_036,Och-ACat_036-Ex1,1;2,N/A;Och-ACat_036-Ex1-12C-lcwgs-2-1,N/A;OcA0103612C,NA;OchACat036,NA;Och-ACat_036-Ex1-12C-lcwgs-2-2,2,1,OcA0103612C;OchACat036,Och-ACat_036-Ex1-12C-lcwgs-2-1;Och-ACat_036-Ex1-12C-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat037,OchACat037.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0717879,0.9281126,9.95e-5,1,0.9281126,K3,0.25924833831898814,1.2959556003045836,0.07188740000000005,OchACat037,Och-ACat_037,Och-ACat_037-Ex1,1,Och-ACat_037,Och-ACat_037-Ex1,1;2,N/A;Och-ACat_037-Ex1-1D-lcwgs-2-1,N/A;OcA0103701D,NA;OchACat037,NA;Och-ACat_037-Ex1-1D-lcwgs-2-2,2,1,OcA0103701D;OchACat037,Och-ACat_037-Ex1-1D-lcwgs-2-1;Och-ACat_037-Ex1-1D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat038,OchACat038.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0913607,0.8988233,0.009816,1,0.8988233,K3,0.3598837257517047,1.4331627649488197,0.1011767,OchACat038,Och-ACat_038,Och-ACat_038-Ex1,1,Och-ACat_038,Och-ACat_038-Ex1,1;2,N/A;Och-ACat_038-Ex1-2D-lcwgs-2-1,N/A;OcA0103802D,NA;OchACat038,NA;Och-ACat_038-Ex1-2D-lcwgs-2-2,2,1,OcA0103802D;OchACat038,Och-ACat_038-Ex1-2D-lcwgs-2-1;Och-ACat_038-Ex1-2D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat039,OchACat039.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0509624,0.8139906,0.135047,1,0.8139906,K3,0.5896046037559777,1.8032752661517064,0.1860094,OchACat039,Och-ACat_039,Och-ACat_039-Ex1,1,Och-ACat_039,Och-ACat_039-Ex1,1;2,Och-ACat_039-Ex1-8A-lcwgs-1-1;Och-ACat_039-Ex1-3D-lcwgs-2-1,OcA0103908A;OcA0103903D,OchACat039_2;OchACat039_1,Och-ACat_039-Ex1-8A-lcwgs-1-2;Och-ACat_039-Ex1-3D-lcwgs-2-2,2,1,OcA0103903D;OcA0103908A;OchACat039,Och-ACat_039-Ex1-3D-lcwgs-2-1;Och-ACat_039-Ex1-8A-lcwgs-1-1;Och-ACat_039-Ex1-3D-lcwgs-2-2;Och-ACat_039-Ex1-8A-lcwgs-1-2,6,OchACat039,FALSE,FALSE,FALSE
OchACat040,OchACat040.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0873511,0.9091052,0.0035437,1,0.9091052,K3,0.3195745416001917,1.3765419783836244,0.09089480000000004,OchACat040,Och-ACat_040,Och-ACat_040-Ex1,1,Och-ACat_040,Och-ACat_040-Ex1,1;2,N/A;Och-ACat_040-Ex1-4D-lcwgs-2-1,N/A;OcA0104004D,NA;OchACat040,NA;Och-ACat_040-Ex1-4D-lcwgs-2-2,2,1,OcA0104004D;OchACat040,Och-ACat_040-Ex1-4D-lcwgs-2-1;Och-ACat_040-Ex1-4D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchACat041,OchACat041.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,0.0823338,0.9175662,9.99e-5,0.9999999,0.9175662,K3,0.28544425888828523,1.3303529179660851,0.0824338,OchACat041,Och-ACat_041,Och-ACat_041-Ex1,1,Och-ACat_041,Och-ACat_041-Ex1,1;2,N/A;Och-ACat_041-Ex1-5D-lcwgs-2-1,N/A;OcA0104105D,NA;OchACat041,NA;Och-ACat_041-Ex1-5D-lcwgs-2-2,2,1,OcA0104105D;OchACat041,Och-ACat_041-Ex1-5D-lcwgs-2-1;Och-ACat_041-Ex1-5D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum001,OchATum001.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0927373,0.876946,0.0303167,1,0.876946,K3,0.4416684195747991,1.5552999479074383,0.123054,OchATum001,Och-ATum_001,Och-ATum_001-Ex1,1,Och-ATum_001,Och-ATum_001-Ex1,1;2,N/A;Och-ATum_001-Ex1-6D-lcwgs-2-1,N/A;OcA0100106D,NA;OchATum001,NA;Och-ATum_001-Ex1-6D-lcwgs-2-2,2,1,OcA0100106D;OchATum001,Och-ATum_001-Ex1-6D-lcwgs-2-1;Och-ATum_001-Ex1-6D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum002,OchATum002.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1117807,0.879118,0.0091013,1,0.879118,K3,0.400967959744824,1.4932694230001138,0.12088200000000004,OchATum002,Och-ATum_002,Och-ATum_002-Ex1,1,Och-ATum_002,Och-ATum_002-Ex1,1;2,N/A;Och-ATum_002-Ex1-7D-lcwgs-2-1,N/A;OcA0100207D,NA;OchATum002,NA;Och-ATum_002-Ex1-7D-lcwgs-2-2,2,1,OcA0100207D;OchATum002,Och-ATum_002-Ex1-7D-lcwgs-2-1;Och-ATum_002-Ex1-7D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum003,OchATum003.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1089417,0.8867778,0.0042804,0.9999999,0.8867778,K3,0.37141749056297535,1.4497882199565084,0.11322220000000004,OchATum003,Och-ATum_003,Och-ATum_003-Ex1,1,Och-ATum_003,Och-ATum_003-Ex1,1;2,N/A;Och-ATum_003-Ex1-8D-lcwgs-2-1,N/A;OcA0100308D,NA;OchATum003,NA;Och-ATum_003-Ex1-8D-lcwgs-2-2,2,1,OcA0100308D;OchATum003,Och-ATum_003-Ex1-8D-lcwgs-2-1;Och-ATum_003-Ex1-8D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum004,OchATum004.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0883466,0.4844446,0.4272088,1,0.4844446,K3,0.9288077775621526,2.5314892794602457,0.5155554,OchATum004,Och-ATum_004,Och-ATum_004-Ex1,1,Och-ATum_004,Och-ATum_004-Ex1,1;2,N/A;Och-ATum_004-Ex1-9D-lcwgs-2-1,N/A;OcA0100409D,NA;OchATum004,NA;Och-ATum_004-Ex1-9D-lcwgs-2-2,2,1,OcA0100409D;OchATum004,Och-ATum_004-Ex1-9D-lcwgs-2-1;Och-ATum_004-Ex1-9D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum005,OchATum005.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0340288,0.0067001,0.9592711,1,0.9592711,K4,0.18846221693083745,1.207391463169633,0.04072889999999996,OchATum005,Och-ATum_005,Och-ATum_005-Ex1,1,Och-ATum_005,Och-ATum_005-Ex1,1;2,N/A;Och-ATum_005-Ex1-10D-lcwgs-2-1,N/A;OcA0100510D,NA;OchATum005,NA;Och-ATum_005-Ex1-10D-lcwgs-2-2,2,1,OcA0100510D;OchATum005,Och-ATum_005-Ex1-10D-lcwgs-2-1;Och-ATum_005-Ex1-10D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum006,OchATum006.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0878021,0.7682712,0.1439266,0.9999999,0.7682712,K3,0.6951141825321615,2.0039378755792794,0.23172879999999996,OchATum006,Och-ATum_006,Och-ATum_006-Ex1,1,Och-ATum_006,Och-ATum_006-Ex1,1;2,N/A;Och-ATum_006-Ex1-11D-lcwgs-2-1,N/A;OcA0100611D,NA;OchATum006,NA;Och-ATum_006-Ex1-11D-lcwgs-2-2,2,1,OcA0100611D;OchATum006,Och-ATum_006-Ex1-11D-lcwgs-2-1;Och-ATum_006-Ex1-11D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum007,OchATum007.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0463353,0.0673862,0.8862786,1.0000001,0.8862786,K4,0.4310919928988832,1.5389371147316715,0.11372139999999996,OchATum007,Och-ATum_007,Och-ATum_007-Ex1,1,Och-ATum_007,Och-ATum_007-Ex1,1;2,N/A;Och-ATum_007-Ex1-12D-lcwgs-2-1,N/A;OcA0100712D,NA;OchATum007,NA;Och-ATum_007-Ex1-12D-lcwgs-2-2,2,1,OcA0100712D;OchATum007,Och-ATum_007-Ex1-12D-lcwgs-2-1;Och-ATum_007-Ex1-12D-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum008,OchATum008.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.065842,0.5310016,0.4031563,0.9999999,0.5310016,K3,0.8814814799536664,2.414474053010237,0.4689984,OchATum008,Och-ATum_008,Och-ATum_008-Ex1,1,Och-ATum_008,Och-ATum_008-Ex1,1;2,N/A;Och-ATum_008-Ex1-1E-lcwgs-2-1,N/A;OcA0100801E,NA;OchATum008,NA;Och-ATum_008-Ex1-1E-lcwgs-2-2,2,1,OcA0100801E;OchATum008,Och-ATum_008-Ex1-1E-lcwgs-2-1;Och-ATum_008-Ex1-1E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum009,OchATum009.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.029359,0.2394798,0.7311612,1,0.7311612,K4,0.6748104740282578,1.9636607759834388,0.26883880000000004,OchATum009,Och-ATum_009,Och-ATum_009-Ex1,1,Och-ATum_009,Och-ATum_009-Ex1,1;2,N/A;Och-ATum_009-Ex1-2E-lcwgs-2-1,N/A;OcA0100902E,NA;OchATum009,NA;Och-ATum_009-Ex1-2E-lcwgs-2-2,2,1,OcA0100902E;OchATum009,Och-ATum_009-Ex1-2E-lcwgs-2-1;Och-ATum_009-Ex1-2E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum010,OchATum010.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.04813929999999999,0.6260305,0.3258302,1,0.6260305,K3,0.8046224616061144,2.235852219400189,0.3739694999999999,OchATum010,Och-ATum_010,Och-ATum_010-Ex1,1,Och-ATum_010,Och-ATum_010-Ex1,1;2,N/A;Och-ATum_010-Ex1-3E-lcwgs-2-1,N/A;OcA0101003E,NA;OchATum010,NA;Och-ATum_010-Ex1-3E-lcwgs-2-2,2,1,OcA0101003E;OchATum010,Och-ATum_010-Ex1-3E-lcwgs-2-1;Och-ATum_010-Ex1-3E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum011,OchATum011.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.02248729999999999,0.3012813,0.6762314,1,0.6762314,K4,0.7113405852904868,2.036719825939018,0.32376859999999996,OchATum011,Och-ATum_011,Och-ATum_011-Ex1,1,Och-ATum_011,Och-ATum_011-Ex1,1;2,N/A;Och-ATum_011-Ex1-4E-lcwgs-2-1,N/A;OcA0101104E,NA;OchATum011,NA;Och-ATum_011-Ex1-4E-lcwgs-2-2,2,1,OcA0101104E;OchATum011,Och-ATum_011-Ex1-4E-lcwgs-2-1;Och-ATum_011-Ex1-4E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum012,OchATum012.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0363689,0.3207257,0.6429054,1,0.6429054,K4,0.7692557745761862,2.1581594987974704,0.35709460000000004,OchATum012,Och-ATum_012,Och-ATum_012-Ex1,1,Och-ATum_012,Och-ATum_012-Ex1,1;2,N/A;Och-ATum_012-Ex1-5E-lcwgs-2-1,N/A;OcA0101205E,NA;OchATum012,NA;Och-ATum_012-Ex1-5E-lcwgs-2-2,2,1,OcA0101205E;OchATum012,Och-ATum_012-Ex1-5E-lcwgs-2-1;Och-ATum_012-Ex1-5E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum013,OchATum013.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0519258,0.2080349,0.7400394,1.0000001,0.7400394,K4,0.7030086812738159,2.0198205710880845,0.2599606,OchATum013,Och-ATum_013,Och-ATum_013-Ex1,1,Och-ATum_013,Och-ATum_013-Ex1,1;2,N/A;Och-ATum_013-Ex1-6E-lcwgs-2-1,N/A;OcA0101306E,NA;OchATum013,NA;Och-ATum_013-Ex1-6E-lcwgs-2-2,2,1,OcA0101306E;OchATum013,Och-ATum_013-Ex1-6E-lcwgs-2-1;Och-ATum_013-Ex1-6E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum014,OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1124114,0.8595538,0.0280348,1,0.8595538,K3,0.475976724392658,1.609585551441155,0.14044619999999997,OchATum014,Och-ATum_014,Och-ATum_014-Ex1,1,Och-ATum_014,Och-ATum_014-Ex1,1;2,N/A;Och-ATum_014-Ex1-7E-lcwgs-2-1,N/A;OcA0101407E,NA;OchATum014,NA;Och-ATum_014-Ex1-7E-lcwgs-2-2,2,1,OcA0101407E;OchATum014,Och-ATum_014-Ex1-7E-lcwgs-2-1;Och-ATum_014-Ex1-7E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum015,OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1218907,0.871089,0.0070203,1,0.871089,K3,0.4115681751018289,1.5091825929782454,0.128911,OchATum015,Och-ATum_015,Och-ATum_015-Ex1,1,Och-ATum_015,Och-ATum_015-Ex1,1;2,N/A;Och-ATum_015-Ex1-8E-lcwgs-2-1,N/A;OcA0101508E,NA;OchATum015,NA;Och-ATum_015-Ex1-8E-lcwgs-2-2,2,1,OcA0101508E;OchATum015,Och-ATum_015-Ex1-8E-lcwgs-2-1;Och-ATum_015-Ex1-8E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum016,OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0399247,0.0076717,0.9524037,1.0000001,0.9524037,K4,0.2123959098195199,1.236637385057115,0.04759630000000003,OchATum016,Och-ATum_016,Och-ATum_016-Ex1,1,Och-ATum_016,Och-ATum_016-Ex1,1;2,N/A;Och-ATum_016-Ex1-9E-lcwgs-2-1,N/A;OcA0101609E,NA;OchATum016,NA;Och-ATum_016-Ex1-9E-lcwgs-2-2,2,1,OcA0101609E;OchATum016,Och-ATum_016-Ex1-9E-lcwgs-2-1;Och-ATum_016-Ex1-9E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum017,OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0627322,0.0087969,0.9284708,0.9999999,0.9284708,K4,0.28424452919926735,1.3287578111133804,0.07152919999999996,OchATum017,Och-ATum_017,Och-ATum_017-Ex1,1,Och-ATum_017,Och-ATum_017-Ex1,1;2,N/A;Och-ATum_017-Ex1-10E-lcwgs-2-1,N/A;OcA0101710E,NA;OchATum017,NA;Och-ATum_017-Ex1-10E-lcwgs-2-2,2,1,OcA0101710E;OchATum017,Och-ATum_017-Ex1-10E-lcwgs-2-1;Och-ATum_017-Ex1-10E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
