Sample,era,location,Cluster,Prop
OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0042468
OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9455329
OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001001
OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0511123
OchCTum012.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0032548
OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9488162
OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0493392
OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.97E-05
OchCTum013.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017449
OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9242316
OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001001
OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.072432
OchCTum014.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0032361
OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8783016
OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001002
OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1163491
OchCTum015.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.005249
OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9228852
OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001002
OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0744436
OchCTum016.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0025709
OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9059958
OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0931363
OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.93E-05
OchCTum017.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0007687
OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9171349
OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0364849
OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0449679
OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0014123
OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9133682
OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0852975
OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,1.00E-04
OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0012343
OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.7954805
OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.2043227
OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.83E-05
OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.83E-05
OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8008726
OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.1989294
OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.90E-05
OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.90E-05
OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8911389
OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001001
OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1063003
OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0024607
OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9005355
OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0013399
OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0961005
OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0020241
OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.7833796
OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.2164238
OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.83E-05
OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.83E-05
OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.7769447
OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.2228588
OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.82E-05
OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,9.82E-05
OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9067391
OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0466169
OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0449199
OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017241
OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9255092
OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0142691
OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0584935
OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017282
OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.908807
OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0327445
OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0567251
OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017234
OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9054235
OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0594628
OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0337142
OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0013994
OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8879839
OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.11082
OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.96E-05
OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010965
OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9076075
OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0522495
OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0393904
OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0007526
OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.898008
OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0775109
OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.023412
OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010691
OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8843029
OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001004
OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1101313
OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0054653
OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9003436
OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001005
OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0962514
OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0033044
OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8723435
OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001004
OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1203172
OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.007239
OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8599764
OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001006
OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1339381
OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.005985
OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8757876
OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001005
OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.118368
OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0057439
OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8718069
OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001004
OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1260777
OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.002015
OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.7662224
OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.2333374
OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.90E-05
OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0003412
OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8511686
OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001004
OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1422591
OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0064719
OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9379252
OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001002
OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0580035
OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0039711
OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8687794
OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001003
OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1235553
OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.007565
OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9371767
OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001003
OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0584692
OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0042538
OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8557667
OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001001
OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1363564
OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0077767
OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9620622
OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0135791
OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0217368
OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0026218
OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8843536
OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0029449
OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1052742
OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0074273
OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8968521
OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001001
OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0959095
OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0071382
OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9826392
OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0091512
OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0040573
OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0041524
OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.5462786
OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.2201478
OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1696554
OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0639181
OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.6558015
OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.1036616
OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1886904
OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0518465
