Sample,era,location,Cluster,Prop
OchATum013.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.7400394
OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1123113
OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001001
OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8595538
OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0280348
OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1217905
OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001002
OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.871089
OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0070203
OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0398241
OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001006
OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.0076717
OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.9524037
OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0626317
OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001005
OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.0087969
OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.9284708
OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0858131
OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001008
OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.6180989
OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.2959872
OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.2133599
OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001013
OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.7798111
OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0067278
OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.174317
OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001012
OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8220931
OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0034888
OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1746643
OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.000101
OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.824769
OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0004658
OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.167983
OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001008
OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8314481
OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.000468
OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1235938
OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001005
OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8576064
OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0186993
OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.115126
OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001003
OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.879817
OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0049567
OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0352188
OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001007
OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.5647496
OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.3999309
OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1115864
OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001002
OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8767865
OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0115268
OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1647383
OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001001
OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8350616
OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0001001
OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0594861
OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001009
OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.1999174
OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.7404956
OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.112862
OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.000329
OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.6964793
OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.1903297
OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0866213
OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,1.00E-04
OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8223876
OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.090891
OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0427585
OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001006
OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.017735
OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.9394058
OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1094272
OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001001
OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8688287
OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.021644
OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1125335
OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001002
OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8504061
OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0369603
OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1073456
OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,1.00E-04
OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8856465
OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0069078
OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.1091305
OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001002
OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8439817
OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0467877
OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K1,0.0343035
OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0001008
OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.4535258
OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.5120699
OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4538746
OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5459263
OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.95E-05
OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.95E-05
OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8574125
OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.0139701
OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1229205
OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0056969
OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.437203
OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5625974
OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3752029
OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6245969
OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0001001
OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4199294
OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5798707
OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99E-05
OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99E-05
OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3998473
OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5999532
OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4720563
OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5277442
OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4365043
OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5610813
OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0023142
OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001002
OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.40824
OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5915601
OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99E-05
OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99E-05
OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8625196
OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.0141431
OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1181829
OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0051543
OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4491603
OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5506399
OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99E-05
OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99E-05
OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8603249
OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.0193954
OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1143973
OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0058824
OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4312995
OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5682799
OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0003204
OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001002
OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3983254
OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6014748
OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3525455
OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6472544
OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.9002878
OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.0101909
OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0847224
OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.004799
OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3810793
OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6072671
OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0115534
OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5246474
OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.475153
OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3317611
OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6568651
OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0112736
OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4102789
OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5895215
OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4202831
OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5795174
OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4466357
OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5531649
OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4629203
OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5368801
OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8601888
OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.0287934
OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1033201
OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0076976
OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8609987
OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.1388018
OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.906519
OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.064745
OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.028557
OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.000179
OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5814019
OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.418398
OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3604233
OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.626753
OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0127235
OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3788147
OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6209852
OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3745019
OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6252979
OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0001001
OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.355804
OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6407514
OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0033445
OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5615841
OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.4382164
OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8485289
OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.1273614
OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0240095
OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3740396
OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6257606
OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99E-05
OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99E-05
OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3807876
OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6060526
OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0130596
OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3789926
OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6153417
OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0055655
OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4805849
OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5192154
OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99E-05
OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99E-05
OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3521919
OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6373074
OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0104006
OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3590806
OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6376862
OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.003133
OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3785239
OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.621276
OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0001001
OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5051705
OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.4946299
OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3586753
OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6411247
OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4648676
OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5349328
OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4927498
OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5070504
OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.7216693
OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.278132
OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.94E-05
OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.94E-05
OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3939976
OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6058031
OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4799191
OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5198808
OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4127542
OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5870457
OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.6212941
OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.3785064
OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3927883
OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5994363
OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0076752
OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5242143
OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.4755865
OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96E-05
OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96E-05
OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4004486
OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5993519
OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4516388
OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5481613
OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5881478
OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.411653
OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96E-05
OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96E-05
OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.8147427
OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.1850578
OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3840629
OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.615737
OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4393879
OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.560412
